date,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,PTID,load
2020-12-31 15:00:00,41.8,36.9,28,57.79,0,,,0,0,,7.8,333,1023.8,80.5,9.9,51,0.2,1,,Partially cloudy,61761,5672.6035
2020-12-31 16:00:00,40.8,35.6,27,57.5,0,,,0,0,,8,316,1024.9,69.8,9.9,21,0.1,0,,Partially cloudy,61761,5765.508
2020-12-31 17:00:00,39.7,35.3,26.1,57.82,0,,,0,0,,6.2,324,1025.9,64.4,9.9,6,0,0,,Partially cloudy,61761,5982.0713
2020-12-31 18:00:00,39.3,33.4,25.9,58.4,0,,,0,0,,8.5,311,1026.8,62.6,9.9,,,0,,Partially cloudy,61761,5981.9355
2020-12-31 19:00:00,39.3,34,25.3,56.84,0,,,0,0,,7.5,323,1026.8,31.3,9.9,,,0,,Partially cloudy,61761,5824.753
2020-12-31 20:00:00,39.4,34,24.4,54.57,0,,,0,0,,7.7,326,1027.1,50.8,9.9,,,0,,Partially cloudy,61761,5677.1343
2020-12-31 21:00:00,38.4,33.9,24.4,56.65,0,,,0,0,,5.9,334,1027.4,27.9,9.9,,,0,,Partially cloudy,61761,5461.825
2020-12-31 22:00:00,37.6,34.8,24,57.7,0,,,0,0,,3.7,345,1028.5,15.6,9.9,,,0,,Clear,61761,5313.8066
2020-12-31 23:00:00,36.5,31.3,24,60.16,0,,,0,0,,6.4,334,1029.5,10.5,9.9,,,0,,Clear,61761,5103.084
2021-01-01 00:00:00,36,31.8,23.3,,0,,,0,0,,5,348,1029.5,10.5,9.9,,,0,,Clear,61761,4915.3086
2021-01-01 01:00:00,35.3,35.3,22.9,,0,,,0,0,,2.9,356,1030.1,10.5,9.9,,,0,,Clear,61761,4715.1763
2021-01-01 02:00:00,35.2,30.7,23.4,,0,,,0,0,,5.2,17,1030.9,10.5,9.9,,,0,,Clear,61761,4545.7417
2021-01-01 03:00:00,35,30.7,23.6,,0,,,0,0,,4.9,21,1031.4,10.5,9.9,,,0,,Clear,61761,4427.5566
2021-01-01 04:00:00,34.5,29.1,22.7,,0,,,0,0,,6.1,30,1031.6,10.5,9.9,,,0,,Clear,61761,4340.761
2021-01-01 05:00:00,33.5,29,23.1,,0,,,0,0,,4.9,19,1031.9,10.5,9.9,,,0,,Clear,61761,4352.659
2021-01-01 06:00:00,33.8,29.5,22.3,,0,,,0,0,,4.7,38,1032.1,10.5,,,,0,,Clear,61761,4418.444
2021-01-01 07:00:00,33.5,28.3,22.2,,0,,,0,0,,5.6,23,1032.8,20.3,,2,0,0,,Partially cloudy,61761,4525.735
2021-01-01 08:00:00,33.5,28.5,22,,0,,,0,0,,5.4,33,1033.4,34.2,,32,0.1,0,,Partially cloudy,61761,4602.133
2021-01-01 09:00:00,34.8,28,21.7,,0,,,0,0,,8.5,35,1033.6,34.2,,105,0.4,1,,Partially cloudy,61761,4736.535
2021-01-01 10:00:00,36.2,29.2,22.2,56.42,0,,,0,0,,9.6,46,1033.6,34.2,,275,1,3,,Partially cloudy,61761,4805.109
2021-01-01 11:00:00,37.3,34.1,23.2,56.26,0,,,0,0,,4.1,36,1033.3,34.5,,222,0.8,2,,Partially cloudy,61761,4973.66
2021-01-01 12:00:00,37.9,33.1,24.4,57.88,0,,,0,0,,6.1,55,1031.2,37.7,,160,0.6,2,,Partially cloudy,61761,5127.506
2021-01-01 13:00:00,38.9,35.9,24.6,56.09,0,,,0,0,,4.2,43,1030.6,37.7,,165,0.6,2,,Partially cloudy,61761,5217.4277
2021-01-01 14:00:00,39.1,34.2,26.3,59.67,0,,,0,0,,6.9,56,1029.5,38.4,,124,0.4,1,,Partially cloudy,61761,5194.357
2021-01-01 15:00:00,39.1,35.3,27.2,61.88,0,,,0,0,,5.2,50,,69.2,,56,0.2,1,,Partially cloudy,61761,5251.25
2021-01-01 16:00:00,38.6,35.3,28.4,66.59,0,,,0,0,,4.4,89,,100,,17,0.1,0,,Overcast,61761,5366.0205
2021-01-01 17:00:00,37.7,33.1,30.6,75.31,0.01,,,0,0,,5.9,41,,100,,5,0,0,,"Rain, Overcast",61761,5534.993
2021-01-01 18:00:00,37.5,31.9,31.7,79.36,0.02,,,0,0,,7.5,53,,100,7.7,,,0,,"Rain, Overcast",61761,5558.6455
2021-01-01 19:00:00,37.3,31,32.6,82.95,0.02,,,0,0,,8.7,57,,100,8.2,,,0,,"Rain, Overcast",61761,5529.159
2021-01-01 20:00:00,37.5,31.7,34.2,87.73,0.1,,,0,0,,7.7,59,,100,4.4,,,0,,"Rain, Overcast",61761,5461.4443
2021-01-01 21:00:00,37.5,31.9,34.4,88.44,0.11,,,0,0,,7.4,100,,100,3.9,,,0,,"Rain, Overcast",61761,5350.9033
2021-01-01 22:00:00,37.6,31.3,35.2,90.81,0.21,,,0,0,,8.7,38,,100,2.6,,,0,,"Rain, Overcast",61761,5238.9976
2021-01-01 23:00:00,37.6,32.4,35.3,91.33,0.14,,,0,0,,6.8,32,,100,3.1,,,0,,"Rain, Overcast",61761,5050.496
2021-01-02 00:00:00,38.6,32.2,36,90.36,0.03,,,0,0,,9.2,38,,100,6.9,,,0,,"Rain, Overcast",61761,4805.0996
2021-01-02 01:00:00,38.6,32,36.4,91.93,0.03,,,0,0,,9.7,47,,100,2.8,,,0,,"Rain, Overcast",61761,4599.505
2021-01-02 02:00:00,36.4,29,35,94.44,0.01,,,0,0,,10.4,49,1012.1,100,2.9,,,0,,"Rain, Overcast",61761,4443.2207
2021-01-02 03:00:00,37.6,31.2,35.3,91.41,0.01,,,0,0,,8.8,16,1010.6,100,3.5,,,0,,"Rain, Overcast",61761,4332.0977
2021-01-02 04:00:00,38.1,34,36.9,95.54,0.01,,,0,0,,5.3,46,1008.9,100,3.2,,,0,,"Rain, Overcast",61761,4258.6074
2021-01-02 05:00:00,39.1,39.1,37.3,93.29,0,,,0,0,,1.8,356,1007.7,100,3.2,,,0,,Overcast,61761,4259.549
2021-01-02 06:00:00,38,32.7,35.7,91.27,0,,,0,0,,7.1,293,1007.1,100,3.2,,,0,,Overcast,61761,4321.598
2021-01-02 07:00:00,37.7,37.7,36.2,93.98,0,,,0,0,,2.2,324,1007.7,100,4.2,1,0,0,,Overcast,61761,4481.8047
2021-01-02 08:00:00,39.2,35.2,37.1,92.04,0,,,0,0,,5.5,284,1008.3,100,4.2,12,0,0,,Overcast,61761,4611.4766
2021-01-02 09:00:00,40.7,36.2,38,89.76,0,,,0.05,0.05,,6.8,252,1008.5,89.5,8,86,0.3,1,,Partially cloudy,61761,4783.7207
2021-01-02 10:00:00,46,41.7,39.1,76.68,0,,,0.05,0.1,17.9,8.3,266,1008.5,19.2,9.9,264,1,3,,Clear,61761,4877.4326
2021-01-02 11:00:00,50.5,50.5,39.6,66.27,0,,,0.05,0.15,25.5,13.9,275,1008.9,73.9,9.9,455,1.6,5,,Partially cloudy,61761,4960.8223
2021-01-02 12:00:00,51.4,51.4,37.6,59.09,0,,,0.05,0.2,27.2,13.8,292,1008.7,65,9.9,320,1.2,3,,Partially cloudy,61761,5007.4756
2021-01-02 13:00:00,51.5,51.5,37,57.52,0,,,0.05,0.25,29.2,15.6,291,1008.9,44.6,9.9,386,1.4,4,,Partially cloudy,61761,5059.929
2021-01-02 14:00:00,50.9,50.9,35.4,55.13,0,,,0.05,0.3,25,11.5,292,1010.3,65,9.9,279,1,3,,Partially cloudy,61761,5042.5483
2021-01-02 15:00:00,49.5,43.8,33.3,53.59,0,,,0.05,0.34,29.5,15.9,295,1012,35.9,9.9,255,0.9,3,,Partially cloudy,61761,5023.2373
2021-01-02 16:00:00,47.2,41.5,30.8,52.68,0,,,0.05,0.39,33.9,13.5,286,1013.8,25.4,9.9,74,0.3,1,,Partially cloudy,61761,5110.2935
2021-01-02 17:00:00,44.7,38.7,29.2,54.28,0,,,0.05,0.44,29.2,12.2,309,1015.2,34.2,9.9,13,0,0,,Partially cloudy,61761,5335.6836
2021-01-02 18:00:00,42.9,36.4,29,57.66,0,,,0.05,0.49,26.5,12.4,304,1016.4,34.2,9.9,,,0,,Partially cloudy,61761,5523.9326
2021-01-02 19:00:00,42.4,37.8,28.5,57.53,0,,,0.05,0.54,16.3,7.4,316,1017.4,19.2,9.9,,,0,,Clear,61761,5477.5767
2021-01-02 20:00:00,40.6,34.6,29,63.21,0,,,0.05,0.59,,9.4,308,1018.3,25.4,9.9,,,0,,Partially cloudy,61761,5395.6074
2021-01-02 21:00:00,39.7,34.3,29,65.46,0,,,0.05,0.64,,7.7,302,1018.4,34.2,9.9,,,0,,Partially cloudy,61761,5320.67
2021-01-02 22:00:00,38.8,37,28.5,66.08,0,,,0.05,0.69,,3.1,339,1019.3,34.2,9.9,,,0,,Partially cloudy,61761,5157.913
2021-01-02 23:00:00,38.4,33.7,28.3,66.92,0,,,0.05,0.74,,6.2,345,1019.5,34.2,9.9,,,0,,Partially cloudy,61761,4968.661
2021-01-03 00:00:00,37.6,31.9,28.5,69.49,0,,,0.05,0.79,,7.4,335,1019.8,34.2,9.9,,,0,,Partially cloudy,61761,4750.788
2021-01-03 01:00:00,37,32.1,28.1,69.89,0,,,0.05,0.84,,6.2,348,1019.9,34.2,9.9,,,0,,Partially cloudy,61761,4544.0576
2021-01-03 02:00:00,36.1,29.6,27.3,70.03,0,,,0.05,0.89,,8.5,20,1020.1,34.2,9.9,,,0,,Partially cloudy,61761,4389.069
2021-01-03 03:00:00,35.9,29.5,27.2,70.18,0,,,0.05,0.94,,8.3,19,1019.7,35.9,9.9,,,0,,Partially cloudy,61761,4301.04
2021-01-03 04:00:00,34.8,28.1,26.4,71.23,0,,,0.05,0.98,,8.3,33,1019.6,34.2,9.9,,,0,,Partially cloudy,61761,4250.2026
2021-01-03 05:00:00,35,27.4,27.2,72.89,0,,,0.05,1.03,,10,55,1018.7,35.9,9.9,,,0,,Partially cloudy,61761,4247.756
2021-01-03 06:00:00,35.2,27.7,28.3,75.71,0,,,0.05,1.08,,10,40,1018.3,55.1,9.9,,,0,,Partially cloudy,61761,4319.134
2021-01-03 07:00:00,35.4,29.5,28.9,77,0,,,0.05,1.13,,7.1,33,1019.8,100,9.9,,,0,,Overcast,61761,4421.0576
2021-01-03 08:00:00,36.1,28.8,29,75.3,0,,,0.05,1.18,,10,37,1020,100,9.9,6,0,0,,Overcast,61761,4574.5264
2021-01-03 09:00:00,36.1,29.2,29,75.3,0,,,0,0.57,,9.2,35,1020.5,100,9.9,15,0.1,0,,Overcast,61761,4785.3896
2021-01-03 10:00:00,36.3,29.1,30,77.54,0.01,,,0,0.56,,10,42,1020,100,6.6,15,0.1,0,,"Rain, Overcast",61761,5001.61
2021-01-03 11:00:00,35.6,28,31.1,83.55,0.05,,,0,0.54,,10.4,33,1018.4,93.1,7.7,45,0.2,0,,"Rain, Overcast",61761,5215.347
2021-01-03 12:00:00,36.1,27.2,32,84.75,0,,,0,0.53,21.9,14.1,60,1016.1,100,9.7,54,0.2,1,,Overcast,61761,5306.3306
2021-01-03 13:00:00,37.2,30.2,32.3,82.12,0,,,0,0.51,19.7,10,50,1014.8,100,9.7,43,0.2,0,,Overcast,61761,5403.757
2021-01-03 14:00:00,37.9,30.4,33.2,82.89,0,,,0,0.49,17.2,11.4,46,1014.5,100,9.3,21,0.1,0,,Overcast,61761,5444.418
2021-01-03 15:00:00,37.5,29.4,33.5,85.12,0,,,0,0.48,23,12.8,53,1014.3,100,6.6,18,0.1,0,,Overcast,61761,5476.6777
2021-01-03 16:00:00,37.5,28.7,34.2,87.53,0.01,,,0,0.46,21.9,15,55,1014,100,3.5,8,0,0,,"Rain, Overcast",61761,5552.794
2021-01-03 17:00:00,37.3,28.4,34.4,88.94,0.03,,,0,0.44,23.6,14.9,47,1013.8,100,6,5,0,0,,"Rain, Overcast",61761,5694.8584
2021-01-03 18:00:00,37.5,29.2,34.4,88.24,0.02,,,0,0.43,26.2,13.5,53,1013.8,100,3.4,,,0,,"Rain, Overcast",61761,5742.033
2021-01-03 19:00:00,36.6,29,34.2,90.89,0.03,,,0,0.41,16.1,11.2,35,1014.5,100,3.8,,,0,,"Rain, Overcast",61761,5691.7993
2021-01-03 20:00:00,36.4,28.1,34.1,91.04,0.04,,,0,0.39,,12.6,27,1014.5,100,5,,,0,,"Rain, Overcast",61761,5613.9014
2021-01-03 21:00:00,36.3,29.2,33.5,89.55,0,,,0,0.38,18.3,9.7,38,1014,100,9,,,0,,Overcast,61761,5467.4824
2021-01-03 22:00:00,36.4,27.9,33.9,90.31,0,,,0,0.36,,13.3,46,1013.9,100,8.6,,,0,,Overcast,61761,5324.291
2021-01-03 23:00:00,37.3,29.2,34.2,88.38,0.01,,,0,0.34,20.8,12.9,54,1013.8,100,7.8,,,0,,"Rain, Overcast",61761,5024.0986
2021-01-04 00:00:00,36.6,29.1,34.2,90.89,0.01,,,0,0.33,,10.7,35,1013.7,100,8,,,0,,"Rain, Overcast",61761,4752.9575
2021-01-04 01:00:00,36.3,30,33.3,88.83,0.01,,,0,0.31,,8.2,22,1013.7,100,8.6,,,0,,"Rain, Overcast",61761,4572.476
2021-01-04 02:00:00,36.1,29.7,32.9,87.93,0,,,0,0.3,,8.4,8,1014,100,9,,,0,,Overcast,61761,4406.779
2021-01-04 03:00:00,35.6,31.3,32.2,87.28,0.01,,,0,0.28,,5,358,1014.2,100,9,,,0,,"Rain, Overcast",61761,4331.93
2021-01-04 04:00:00,35.4,29.4,31.9,87.07,0,,,0,0.26,,7.3,2,1014.2,98.2,9.6,,,0,,Overcast,61761,4311.929
2021-01-04 05:00:00,35.5,30.7,31.9,86.52,0,,,0,0.25,,5.6,14,1014.2,85.1,9.9,,,0,,Partially cloudy,61761,4387.5723
2021-01-04 06:00:00,35.7,29.3,31.2,83.6,0,,,0,0.23,,8.1,355,1014.6,97.5,9.9,,,0,,Overcast,61761,4643.6426
2021-01-04 07:00:00,35.7,35.7,31,82.97,0,,,0,0.21,,2.2,3,1015.5,100,9.9,,,0,,Overcast,61761,5063.2236
2021-01-04 08:00:00,36.2,31.3,31.2,81.79,0,,,0.18,0.39,,5.9,354,1015.9,97.5,9.9,18,0.1,0,,Overcast,61761,5431.0107
2021-01-04 09:00:00,37.3,31.4,31.2,78.32,0,,,0,0.38,,7.8,6,1016.5,95.7,9.9,101,0.4,1,,Overcast,61761,5730.299
2021-01-04 10:00:00,38.7,34.5,31.5,75.03,0,,,0,0.36,,5.6,16,1016.1,82.6,9.9,285,1,3,,Partially cloudy,61761,5770.9463
2021-01-04 11:00:00,40,35.4,31.5,71.34,0,,,0,0.34,,6.5,26,1015.5,14.1,9.9,387,1.4,4,,Clear,61761,5777.572
2021-01-04 12:00:00,42.9,39.7,33.3,68.68,0,,,0,0.33,,5.2,25,1014.3,30.7,9.9,445,1.6,4,,Partially cloudy,61761,5773.036
2021-01-04 13:00:00,42.7,37.8,32.2,66.18,0,,,0,0.31,,8.1,28,1014.1,88.9,9.9,193,0.7,2,,Partially cloudy,61761,5810.242
2021-01-04 14:00:00,42.5,38.6,32.2,66.58,0,,,0,0.3,,6.3,356,1013.8,95.7,9.9,72,0.3,1,,Overcast,61761,5871.3125
2021-01-04 15:00:00,41.5,38.9,32,68.84,0,,,0,0.28,,4.1,357,1014.4,100,9.9,45,0.2,0,,Overcast,61761,5936.7104
2021-01-04 16:00:00,41.4,36.4,30.8,65.69,0,,,0,0.26,,7.9,346,1014.4,97.3,9.9,63,0.2,1,,Overcast,61761,5981.0195
2021-01-04 17:00:00,39.5,35.4,30.1,68.63,0,,,0,0.25,,5.8,350,1014.5,88.9,9.9,13,0,0,,Partially cloudy,61761,6132.457
2021-01-04 18:00:00,39.7,36,30.7,69.85,0,,,0,0.23,,5.2,336,1014.5,88.9,9.9,,,0,,Partially cloudy,61761,6148.7065
2021-01-04 19:00:00,39.5,35.5,30.3,69.2,0,,,0,0.21,,5.6,336,1014.6,95.7,9.9,,,0,,Overcast,61761,5995.9375
2021-01-04 20:00:00,39.5,39.5,30.8,70.77,0,,,0,0.2,,2.6,3,1014.6,95.7,9.9,,,0,,Overcast,61761,5837.2715
2021-01-04 21:00:00,38.6,33.3,31,74.02,0,,,0,0.18,,7.2,12,1014.4,95.7,9.9,,,0,,Overcast,61761,5620.1074
2021-01-04 22:00:00,38.4,33.9,31,74.61,0,,,0,0.16,,5.9,22,1014.2,95.7,9.9,,,0,,Overcast,61761,5374.6943
2021-01-04 23:00:00,38.3,33.8,31,74.86,0,,,0,0.15,,5.9,16,1013.8,98.2,9.9,,,0,,Overcast,61761,5081.96
2021-01-05 00:00:00,37.7,37.7,31,76.68,0,,,0,0.13,,2.7,3,1013.4,100,9.9,,,0,,Overcast,61761,4749.234
2021-01-05 01:00:00,37.7,32.8,30.6,75.55,0,,,0,0.11,,6.3,326,1013.2,100,9.9,,,0,,Overcast,61761,4542.418
2021-01-05 02:00:00,37.5,33.8,31,77.07,0,,,0,0.1,,4.7,2,1013.1,100,9.9,,,0,,Overcast,61761,4387.7373
2021-01-05 03:00:00,37.5,34.3,31,77.07,0,,,0,0.08,,4.2,10,1013.3,100,9.9,,,0,,Overcast,61761,4308.315
2021-01-05 04:00:00,37.5,33.4,30.1,74.22,0,,,0,0.07,,5.2,20,1013.3,100,9.9,,,0,,Overcast,61761,4288.171
2021-01-05 05:00:00,37.5,33.9,29.9,73.61,0,,,0,0.05,,4.7,32,1013.2,100,9.9,,,0,,Overcast,61761,4332.3535
2021-01-05 06:00:00,37.3,32.4,29.9,74.15,0,,,0,0.03,,6.3,14,1013.4,100,9.9,,,0,,Overcast,61761,4608.7974
2021-01-05 07:00:00,37.3,32.1,29.2,72.07,0,,,0,0.02,,6.7,17,1013.4,95.7,9.9,1,0,0,,Overcast,61761,5017.544
2021-01-05 08:00:00,37.5,33.7,29.7,73.18,0,,,0,0,,4.8,8,1013.6,95.7,9.9,15,0.1,0,,Overcast,61761,5392.01
2021-01-05 09:00:00,38.3,35.1,29.9,71.63,0,,,0,0,,4.2,12,1013.9,97.5,9.9,54,0.2,1,,Overcast,61761,5683.844
2021-01-05 10:00:00,39.1,34.5,29,66.66,0,,,0,0,,6.3,31,1013.6,97.5,9.9,128,0.5,1,,Overcast,61761,5754.5483
2021-01-05 11:00:00,39.4,34.4,29,65.99,0,,,0,0,,6.9,7,1013,97.5,9.9,145,0.5,1,,Overcast,61761,5827.79
2021-01-05 12:00:00,41,36,28.8,61.66,0,,,0,0,,7.5,12,1012.2,97.5,9.9,233,0.8,2,,Overcast,61761,5903.127
2021-01-05 13:00:00,40.3,36.4,27.8,60.68,0,,,0,0,,5.5,37,1011.4,97.5,9.9,127,0.5,1,,Overcast,61761,5931.8403
2021-01-05 14:00:00,40.5,36,28,60.68,0,,,0,0,,6.7,333,1011.4,100,9.9,51,0.2,1,,Overcast,61761,5922.442
2021-01-05 15:00:00,40.5,36.3,27.9,60.32,0,,,0,0,,6.2,345,1012,100,9.9,43,0.2,0,,Overcast,61761,5949.1245
2021-01-05 16:00:00,40.4,36.6,29,63.71,0,,,0,0,,5.3,352,1012.2,100,9.9,28,0.1,0,,Overcast,61761,6009.3076
2021-01-05 17:00:00,40.1,34.8,28.5,62.93,0,,,0,0,,7.8,8,1012.5,100,9.9,9,0,0,,Overcast,61761,6172.3237
2021-01-05 18:00:00,40.1,35,28.8,63.84,0,,,0,0,,7.4,18,1013.3,100,9.9,,,0,,Overcast,61761,6180.758
2021-01-05 19:00:00,39.4,35,29,66.14,0,,,0,0,19.7,6,348,1013.6,100,9.9,,,0,,Overcast,61761,6020.0596
2021-01-05 20:00:00,39.4,34.4,29.2,66.53,0,,,0,0,,7,342,1013.8,100,9.9,,,0,,Overcast,61761,5847.132
2021-01-05 21:00:00,38.4,32.3,28.4,66.96,0,,,0,0,,8.8,10,1013.6,98.2,9.9,,,0,,Overcast,61761,5693.204
2021-01-05 22:00:00,37.5,30.8,28.4,69.37,0,,,0,0,,9.5,352,1013.5,98.2,9.9,,,0,,Overcast,61761,5418.716
2021-01-05 23:00:00,37.7,32.9,28.4,68.82,0,,,0,0,,6.2,346,1013.3,95.7,9.9,,,0,,Overcast,61761,5073.518
2021-01-06 00:00:00,36.8,36.8,28.3,70.92,0,,,0,0,,2.8,348,1013.3,42.1,9.9,,,0,,Partially cloudy,61761,4776.051
2021-01-06 01:00:00,37.3,32.2,29.2,72.12,0,,,0,0,,6.6,312,1013.6,97.5,9.9,,,0,,Overcast,61761,4570.2363
2021-01-06 02:00:00,37,32.8,29,72.51,0,,,0,0,,5.2,353,1013.8,92,9.9,,,0,,Overcast,61761,4411.4756
2021-01-06 03:00:00,36.7,32.3,29.4,74.7,0,,,0,0,,5.5,1,1013.9,92,9.9,,,0,,Overcast,61761,4344.9805
2021-01-06 04:00:00,36.3,32.2,29.9,77.36,0,,,0,0,,4.9,300,1013.7,98.2,9.9,,,0,,Overcast,61761,4313.45
2021-01-06 05:00:00,36.3,31.2,29.4,75.63,0,,,0,0,,6.2,300,1013.6,95.7,9.9,,,0,,Overcast,61761,4378.587
2021-01-06 06:00:00,35.9,30.1,29.2,76.55,0,,,0,0,,7.1,302,1013.6,19.2,9.9,,,0,,Clear,61761,4676.4375
2021-01-06 07:00:00,35.9,29.6,28.7,74.9,0,,,0,0,,7.9,308,1014,19.2,9.9,2,0,0,,Clear,61761,5054.9526
2021-01-06 08:00:00,35.7,32.8,28.7,75.51,0,,,0,0,,3.5,355,1014.8,89.5,9.9,16,0.1,0,,Partially cloudy,61761,5427.702
2021-01-06 09:00:00,36.8,30.3,28.1,70.71,0,,,0,0,20.8,8.7,301,1015,88.9,9.9,103,0.4,1,,Partially cloudy,61761,5740.1836
2021-01-06 10:00:00,38.5,31.1,26.5,61.77,0,,,0,0,18.3,11.7,325,1015.5,95.7,9.9,269,1,3,,Overcast,61761,5787.799
2021-01-06 11:00:00,39.3,32.8,25.4,57.14,0,,,0,0,20.7,9.8,342,1015.3,44.6,9.9,384,1.4,4,,Partially cloudy,61761,5817.618
2021-01-06 12:00:00,40.5,33.1,23.6,50.77,0,,,0,0,17.2,13,313,1014.9,30.7,9.9,455,1.6,5,,Partially cloudy,61761,5852.915
2021-01-06 13:00:00,40.1,32.2,22.5,49.1,0,,,0,0,21.5,13.9,302,1014.3,14.1,9.9,440,1.6,4,,Clear,61761,5853.4805
2021-01-06 14:00:00,40.9,33.2,22.5,47.56,0,,,0,0,23,14.2,314,1014.3,14.1,9.9,352,1.3,4,,Clear,61761,5821.285
2021-01-06 15:00:00,40.5,33.1,23.4,50.19,0,,,0,0,27,13.2,304,1015,30.7,9.9,241,0.9,2,,Partially cloudy,61761,5844.539
2021-01-06 16:00:00,39.2,30,23.6,53.23,0,,,0,0,27.5,17.9,304,1015.5,37,9.9,85,0.3,1,,Partially cloudy,61761,5950.6133
2021-01-06 17:00:00,37.7,29.2,23.6,56.47,0,,,0,0,27.8,14.1,303,1015.9,14.1,9.9,13,0,0,,Clear,61761,6157.9526
2021-01-06 18:00:00,36.6,26.9,23.4,58.47,0,,,0,0,27,16.9,299,1016.6,14.1,9.9,,,0,,Clear,61761,6266.3037
2021-01-06 19:00:00,36.4,29,23.6,59.3,0,,,0,0,26.1,10.5,304,1017,14.1,9.9,,,0,,Clear,61761,6105.078
2021-01-06 20:00:00,36.4,28,24.5,61.65,0,,,0,0,21.7,12.9,308,1017,19.2,9.9,,,0,,Clear,61761,5959.286
2021-01-06 21:00:00,36.4,29,24.5,61.65,0,,,0,0,19.7,10.6,300,1017,25.4,9.9,,,0,,Partially cloudy,61761,5756.788
2021-01-06 22:00:00,36.4,28.2,23.6,59.44,0,,,0,0,21.7,12.4,310,1016.7,20.3,9.9,,,0,,Partially cloudy,61761,5473.735
2021-01-06 23:00:00,35.5,27.5,23.4,61.08,0,,,0,0,21.4,11.3,314,1016.6,10.5,9.9,,,0,,Clear,61761,5173.459
2021-01-07 00:00:00,34.8,26.8,23.4,62.99,0,,,0,0,17.2,10.6,312,1016.8,10.5,9.9,,,0,,Clear,61761,4859.2246
2021-01-07 01:00:00,34.8,26.3,23.4,62.99,0,,,0,0,18.8,11.9,306,1017.2,10.5,9.9,,,0,,Clear,61761,4648.546
2021-01-07 02:00:00,34.4,25.5,22.3,60.96,0,,,0,0,18.8,12.5,309,1017.5,10.5,9.9,,,0,,Clear,61761,4485.213
2021-01-07 03:00:00,33.8,25.2,22.3,62.32,0,,,0,0,18.3,11.7,305,1017.5,10.5,9.9,,,0,,Clear,61761,4415.2656
2021-01-07 04:00:00,33.4,25.4,22.3,63.3,0,,,0,0,17.2,10.2,312,1017.5,10.5,9.9,,,0,,Clear,61761,4396.0825
2021-01-07 05:00:00,32.7,26.3,21.3,62.48,0,,,0,0,,7.1,334,1017.6,6.1,9.9,,,0,,Clear,61761,4474.828
2021-01-07 06:00:00,32.5,24.2,21.1,62.51,0,,,0,0,17.2,10.1,316,1018.1,0,9.9,,,0,,Clear,61761,4728.992
2021-01-07 07:00:00,32.5,25,20.2,60.17,0,,,0,0,,8.6,324,1018.7,10.5,9.9,2,0,0,,Clear,61761,5152.331
2021-01-07 08:00:00,31.5,24.4,19.6,60.97,0,,,0,0,17.2,7.8,334,1019.5,10.5,9.9,20,0.1,0,,Clear,61761,5595.6924
2021-01-07 09:00:00,32.8,22.9,19.5,57.63,0,,,0,0,25.3,14.1,334,1019.9,15.6,9.9,97,0.3,1,,Clear,61761,5823.2686
